"user_id","age","married","has_children","segment","perks","total_sessions","total_page_clicks","total_seconds_per_all_sessions","total_bookings","total_rooms","total_seats","total_bags","total_nights","total_not_cancelled_trips","total_cancelled_trips","total_trips_w_flights","total_trips_w_hotel","total_days_in_trip","total_weekdays_in_trip"
"306165","20","0","0","Dreamer","10% Discount For the First Booking","8","89","660.000000","0","0","0","0","0","0","0","0","0","0","0"
"306819","59","1","1","Business","One Night Free Hotel with Flight","8","329","8495.000000","2","3","3","1","4","1","1","2","2","5","5"
"312488","29","1","0","Solo","Free Hotel Meal","8","76","568.000000","1","1","1","1","1","1","0","1","1","1","0"
"313724","51","0","0","Group","No Cancellation Fees","8","351","8883.000000","5","8","6","4","20","4","1","4","5","14","12"
"316527","40","1","1","Family","Exclusive Discounts","8","139","1040.000000","4","5","5","1","14","4","0","4","4","17","13"
"317688","40","0","1","Family","Exclusive Discounts","8","133","992.000000","4","4","4","2","9","4","0","4","4","11","6"
"322867","45","0","0","Group","No Cancellation Fees","8","82","616.000000","1","1","1","1","8","1","0","1","1","8","6"
"324191","39","0","0","Group","No Cancellation Fees","8","86","641.000000","2","3","3","1","10","2","0","2","2","12","9"
"328590","54","0","0","Group","No Cancellation Fees","8","383","8684.000000","3","4","6","1","11","2","1","3","2","14","9"
"330764","38","0","0","Group","No Cancellation Fees","8","375","8489.000000","3","2","6","2","9","2","1","1","2","1","1"
"330893","42","1","1","Family","Exclusive Discounts","8","133","992.000000","3","3","3","2","7","3","0","3","3","10","8"
"331039","43","1","1","Family","Exclusive Discounts","8","198","4880.361704","1","4","8","6","16","0","1","1","1","10","7"
"334787","52","0","0","Group","No Cancellation Fees","8","119","887.000000","3","3","3","2","7","3","0","3","3","9","5"
"337227","33","1","0","Dreamer","10% Discount For the First Booking","8","83","616.000000","0","0","0","0","0","0","0","0","0","0","0"
"338086","39","0","1","Family","Exclusive Discounts","8","137","1028.000000","2","2","2","1","4","2","0","2","2","5","3"
"340166","50","1","1","Family","Exclusive Discounts","8","88","653.000000","1","1","0","0","2","1","0","0","1","0","0"
"343928","64","1","0","Business","One Night Free Hotel with Flight","8","122","902.000000","2","1","3","1","4","2","0","2","1","16","12"
"347778","48","0","0","Group","No Cancellation Fees","9","162","1200.000000","5","7","8","5","13","5","0","5","4","15","9"
"348817","27","0","0","Group","No Cancellation Fees","8","125","928.000000","4","4","3","2","12","4","0","3","4","10","6"
"349132","47","0","0","Group","No Cancellation Fees","8","115","862.000000","2","2","1","0","12","2","0","1","2","5","4"
"350648","17","0","0","Group","No Cancellation Fees","8","295","6457.495698","1","2","2","0","8","0","1","1","1","4","3"
"353271","25","0","1","Family","Exclusive Discounts","8","84","631.000000","1","2","2","0","1","1","0","1","1","1","1"
"353694","38","0","1","Family","Exclusive Discounts","8","100","740.000000","2","3","3","1","10","2","0","2","2","6","4"
"354050","49","0","0","Group","No Cancellation Fees","8","172","1273.000000","5","6","6","1","14","5","0","5","5","14","9"
"354260","48","0","0","Group","No Cancellation Fees","8","116","863.000000","2","1","2","2","3","2","0","2","1","5","4"
"354311","44","1","0","Solo","Free Hotel Meal","8","98","736.000000","2","1","2","1","4","2","0","2","1","5","3"
"354950","52","1","0","Business","One Night Free Hotel with Flight","8","100","753.000000","1","1","1","1","7","1","0","1","1","7","5"
"356046","33","0","0","Group","No Cancellation Fees","8","101","752.000000","2","3","3","0","5","2","0","2","2","6","3"
"357737","40","1","1","Family","Exclusive Discounts","8","419","8809.000000","5","6","5","2","23","4","1","4","5","16","11"
"359072","50","1","1","Family","Exclusive Discounts","8","318","7869.788817","3","4","4","1","10","2","1","3","3","10","7"
"359080","41","1","0","Business","One Night Free Hotel with Flight","8","126","952.000000","4","2","5","4","6","4","0","4","2","25","17"
"359653","54","0","0","Business","One Night Free Hotel with Flight","8","127","944.000000","2","2","2","2","5","2","0","2","2","6","6"
"361459","40","1","1","Family","Exclusive Discounts","8","59","448.000000","1","1","1","1","2","1","0","1","1","3","2"
"361759","51","1","0","Business","One Night Free Hotel with Flight","9","139","1025.000000","4","3","4","2","7","4","0","4","3","10","9"
"363535","30","0","0","Business","One Night Free Hotel with Flight","8","248","6812.748470","3","5","5","3","13","2","1","3","3","5","5"
"371201","27","0","1","Family","Exclusive Discounts","8","105","777.000000","1","0","1","3","0","1","0","1","0","9","6"
"372970","33","0","0","Group","No Cancellation Fees","8","100","757.000000","2","2","2","1","3","2","0","2","2","4","3"
"373489","36","1","1","Family","Exclusive Discounts","9","118","868.000000","1","2","4","3","13","1","0","1","1","13","9"
"374331","41","0","0","Business","One Night Free Hotel with Flight","8","338","8250.000000","2","2","2","2","12","1","1","1","1","1","1"
"374340","33","1","0","Business","One Night Free Hotel with Flight","9","78","580.000000","1","0","2","1","0","1","0","1","0","9","7"
"374341","24","0","0","Group","No Cancellation Fees","8","105","785.000000","3","6","0","0","22","3","0","0","3","0","0"
"375160","19","0","0","Dreamer","10% Discount For the First Booking","8","41","304.000000","0","0","0","0","0","0","0","0","0","0","0"
"375729","52","0","0","Group","No Cancellation Fees","8","142","1049.000000","3","3","3","1","9","3","0","3","3","11","10"
"375751","49","1","0","Business","One Night Free Hotel with Flight","8","192","1414.000000","3","2","3","1","7","3","0","3","2","10","7"
"376159","41","0","0","Group","No Cancellation Fees","8","102","764.000000","2","2","1","1","6","2","0","1","2","3","2"
"377069","67","1","0","Group","No Cancellation Fees","8","260","7653.000000","1","0","4","2","0","0","1","1","0","7","5"
"377411","37","1","0","Business","One Night Free Hotel with Flight","8","118","885.000000","2","3","3","0","6","2","0","2","2","7","3"
"378565","39","1","1","Family","Exclusive Discounts","8","136","1017.000000","5","6","2","1","45","5","0","2","5","9","7"
"379543","55","1","0","Business","One Night Free Hotel with Flight","8","104","765.000000","3","3","3","1","8","3","0","3","3","12","8"
"380434","48","1","1","Family","Exclusive Discounts","8","114","835.000000","3","3","3","1","8","3","0","3","3","12","6"
"380436","43","0","0","Group","No Cancellation Fees","8","107","795.000000","1","1","1","1","5","1","0","1","1","6","4"
"380757","45","0","1","Family","Exclusive Discounts","8","122","913.000000","3","3","3","1","15","3","0","3","3","15","11"
"380949","45","0","0","Group","No Cancellation Fees","8","432","8927.000000","5","5","6","1","13","4","1","5","4","15","12"
"381259","20","0","1","Business","One Night Free Hotel with Flight","8","97","728.000000","1","1","1","1","2","1","0","1","1","2","2"
"381465","32","0","0","Business","One Night Free Hotel with Flight","8","245","3349.441440","4","5","3","0","37","3","1","2","4","3","3"
"382181","35","1","0","Business","One Night Free Hotel with Flight","8","106","785.000000","3","2","3","2","6","3","0","3","2","12","8"
"382384","55","1","0","Business","One Night Free Hotel with Flight","8","75","561.000000","1","1","1","1","2","1","0","1","1","2","2"
"382533","17","0","0","Dreamer","10% Discount For the First Booking","8","70","522.000000","0","0","0","0","0","0","0","0","0","0","0"
"386255","31","0","1","Family","Exclusive Discounts","8","64","476.000000","1","2","0","0","4","1","0","0","1","0","0"
"386469","16","0","0","Dreamer","10% Discount For the First Booking","9","95","711.000000","0","0","0","0","0","0","0","0","0","0","0"
"386914","45","1","1","Family","Exclusive Discounts","8","294","7899.000000","2","1","11","9","2","1","1","2","1","17","11"
"387282","29","0","1","Family","Exclusive Discounts","8","87","641.000000","1","3","0","0","4","1","0","0","1","0","0"
"387783","52","1","1","Business","One Night Free Hotel with Flight","8","87","639.000000","3","4","1","0","16","3","0","1","3","2","2"
"388328","49","1","1","Family","Exclusive Discounts","9","135","994.000000","5","5","3","3","25","5","0","3","5","8","6"
"388947","39","0","0","Group","No Cancellation Fees","9","112","833.000000","3","2","3","2","5","3","0","3","2","6","3"
"389434","41","0","0","Group","No Cancellation Fees","8","444","9020.000000","5","6","6","3","14","4","1","5","5","14","8"
"389662","37","0","0","Group","No Cancellation Fees","8","146","1086.000000","3","3","2","2","5","3","0","2","3","7","5"
"389759","31","0","1","Family","Exclusive Discounts","8","156","1151.000000","3","5","5","1","8","3","0","3","3","9","7"
"390811","39","0","0","Group","No Cancellation Fees","8","132","979.000000","3","3","3","2","12","3","0","3","3","13","10"
"392453","56","0","0","Group","No Cancellation Fees","8","78","579.000000","1","1","1","1","11","1","0","1","1","12","10"
"395202","25","0","0","Group","No Cancellation Fees","8","71","530.000000","1","1","0","0","13","1","0","0","1","0","0"
"395981","50","1","0","Business","One Night Free Hotel with Flight","8","101","762.000000","3","4","4","3","6","3","0","3","3","7","4"
"396552","44","1","0","Business","One Night Free Hotel with Flight","8","109","811.000000","4","4","4","2","6","4","0","4","4","4","4"
"399137","52","1","0","Solo","Free Hotel Meal","8","155","1146.000000","4","6","2","2","16","4","0","2","4","7","3"
"399218","43","1","1","Family","Exclusive Discounts","8","121","909.000000","2","1","2","1","3","2","0","2","1","5","4"
"399799","54","1","0","Business","One Night Free Hotel with Flight","8","126","934.000000","4","4","4","2","11","4","0","4","4","11","8"
"400582","31","1","0","Solo","Free Hotel Meal","8","125","931.000000","4","4","3","0","11","4","0","3","4","9","4"
"400899","44","1","0","Business","One Night Free Hotel with Flight","8","255","1883.000000","3","4","4","2","12","3","0","3","3","15","10"
"402332","31","0","0","Group","No Cancellation Fees","8","137","1017.000000","2","3","3","0","3","2","0","2","2","4","1"
"402978","50","1","0","Business","One Night Free Hotel with Flight","8","115","856.000000","4","4","4","3","16","4","0","4","4","16","13"
"403881","43","0","0","Group","No Cancellation Fees","8","133","979.000000","4","6","6","3","14","4","0","4","4","15","11"
"404879","37","1","0","Business","One Night Free Hotel with Flight","8","127","944.000000","4","4","5","2","12","4","0","4","3","13","11"
"405305","44","1","1","Family","Exclusive Discounts","9","139","1033.000000","3","4","4","2","6","3","0","3","3","5","3"
"406210","20","0","1","Business","One Night Free Hotel with Flight","8","93","692.000000","2","2","2","1","14","2","0","2","2","2","2"
"407118","51","1","0","Business","One Night Free Hotel with Flight","8","112","1372.000000","3","4","6","3","50","2","1","3","3","25","17"
"407275","41","0","0","Group","No Cancellation Fees","8","126","943.000000","4","3","4","2","17","4","0","4","3","19","15"
"407434","51","1","1","Family","Exclusive Discounts","8","62","461.000000","1","2","0","0","9","1","0","0","1","0","0"
"407642","28","0","0","Business","One Night Free Hotel with Flight","8","111","830.000000","2","2","2","0","4","2","0","2","2","5","5"
"408551","42","1","1","Family","Exclusive Discounts","9","93","701.000000","2","2","2","1","6","2","0","2","2","7","5"
"409073","41","1","0","Solo","Free Hotel Meal","8","178","1320.000000","3","3","3","3","7","3","0","3","3","8","5"
"411179","50","0","0","Group","No Cancellation Fees","8","366","8420.000000","3","5","3","1","22","2","1","2","3","6","4"
"411701","39","0","0","Group","No Cancellation Fees","8","157","1159.000000","2","2","1","1","3","2","0","1","2","2","1"
"413128","28","0","0","Group","No Cancellation Fees","10","161","1198.000000","5","7","6","1","29","5","0","4","5","18","13"
"413340","46","1","1","Family","Exclusive Discounts","8","120","898.000000","3","1","3","2","8","3","0","3","1","16","11"
"413418","53","0","0","Group","No Cancellation Fees","8","98","728.000000","3","3","3","3","7","3","0","2","2","10","7"
"413658","50","1","1","Family","Exclusive Discounts","8","180","4381.852204","3","3","7","5","7","2","1","2","2","16","13"
"414128","26","0","0","Group","No Cancellation Fees","9","136","1008.000000","4","6","5","1","14","4","0","3","4","4","3"
"415282","41","1","1","Family","Exclusive Discounts","8","93","696.000000","2","4","4","0","9","2","0","2","2","9","8"
"415381","45","1","0","Business","One Night Free Hotel with Flight","8","108","807.000000","3","2","3","3","5","3","0","3","2","4","3"
"415581","41","1","0","Business","One Night Free Hotel with Flight","8","113","843.000000","3","3","3","2","19","3","0","3","3","22","17"
"416319","54","1","0","Business","One Night Free Hotel with Flight","8","220","1637.000000","2","2","2","1","3","2","0","2","2","4","3"
"416580","42","0","0","Group","No Cancellation Fees","8","320","7425.342747","5","8","5","1","14","4","1","4","4","14","12"
"417679","36","0","0","Group","No Cancellation Fees","8","141","1053.000000","5","4","6","2","15","5","0","5","4","19","14"
"418329","48","0","1","Family","Exclusive Discounts","8","169","1252.000000","3","3","3","2","28","3","0","3","3","30","20"
"418488","37","1","0","Business","One Night Free Hotel with Flight","8","197","1455.000000","4","4","4","2","16","4","0","4","4","19","15"
"418692","38","0","0","Group","No Cancellation Fees","9","300","7950.000000","3","6","6","1","22","2","1","3","3","16","10"
"420648","51","1","1","Family","Exclusive Discounts","8","95","703.000000","3","2","2","0","12","3","0","2","2","23","15"
"420669","50","1","1","Family","Exclusive Discounts","8","508","10890.966608","4","4","5","3","23","2","2","3","3","9","5"
"421247","41","1","1","Family","Exclusive Discounts","8","179","1333.000000","4","4","4","2","10","4","0","4","4","14","10"
"421515","30","0","0","Group","No Cancellation Fees","8","180","1335.000000","2","2","2","1","4","2","0","2","2","6","4"
"421666","29","0","1","Family","Exclusive Discounts","8","369","8458.000000","2","3","3","3","6","1","1","2","2","5","1"
"421700","39","0","1","Family","Exclusive Discounts","8","141","1043.000000","3","4","4","0","17","3","0","3","3","20","14"
"422066","54","1","1","Business","One Night Free Hotel with Flight","8","142","1050.000000","4","5","5","5","22","4","0","4","4","26","20"
"422668","17","0","0","Dreamer","10% Discount For the First Booking","8","101","748.000000","0","0","0","0","0","0","0","0","0","0","0"
"423042","41","0","1","Family","Exclusive Discounts","8","251","2669.220450","6","6","5","3","19","5","1","4","5","12","7"
"424553","48","1","0","Business","One Night Free Hotel with Flight","8","216","1609.000000","3","3","1","1","17","3","0","1","3","6","5"
"425632","44","1","0","Solo","Free Hotel Meal","8","90","665.000000","3","2","2","1","11","3","0","2","2","3","1"
"425653","19","0","1","Dreamer","10% Discount For the First Booking","8","97","722.000000","0","0","0","0","0","0","0","0","0","0","0"
"425953","37","1","0","Business","One Night Free Hotel with Flight","8","181","1342.000000","4","7","7","0","10","4","0","4","4","14","11"
"425966","55","1","0","Business","One Night Free Hotel with Flight","8","94","692.000000","2","2","2","1","5","2","0","2","2","7","6"
"426478","24","0","0","Group","No Cancellation Fees","8","148","3477.126092","2","1","2","0","9","1","1","1","1","17","12"
"427426","35","0","0","Group","No Cancellation Fees","8","121","907.000000","3","2","3","1","4","3","0","3","2","8","5"
"427506","53","1","1","Business","One Night Free Hotel with Flight","8","324","7869.722300","3","4","4","3","9","2","1","3","3","8","6"
"428056","36","0","0","Group","No Cancellation Fees","8","139","1031.000000","4","3","4","0","12","4","0","4","3","17","12"
"428552","36","1","0","Business","One Night Free Hotel with Flight","8","102","767.000000","2","2","2","0","3","2","0","2","2","6","4"
"428858","20","0","0","Group","No Cancellation Fees","8","372","8486.000000","3","4","3","1","35","2","1","2","3","17","13"
"429345","65","1","1","Family","Exclusive Discounts","8","136","1021.000000","1","1","0","0","6","1","0","0","1","0","0"
"429375","33","0","0","Group","No Cancellation Fees","8","268","6568.644946","3","2","4","2","3","2","1","3","2","17","12"
"430722","27","0","0","Group","No Cancellation Fees","8","326","7518.932282","3","4","4","2","17","2","1","3","3","12","8"
"431337","37","0","0","Group","No Cancellation Fees","8","125","919.000000","3","3","3","3","9","3","0","3","3","10","7"
"431602","36","0","0","Group","No Cancellation Fees","8","359","8390.000000","3","3","5","3","5","2","1","3","2","7","5"
"431746","39","0","0","Group","No Cancellation Fees","8","75","559.000000","1","2","2","2","2","1","0","1","1","3","2"
"431899","43","1","0","Business","One Night Free Hotel with Flight","8","247","2673.049581","1","2","2","0","10","0","1","1","1","6","5"
"431912","34","0","1","Family","Exclusive Discounts","8","82","613.000000","1","0","2","1","0","1","0","1","0","2","2"
"432333","48","1","1","Family","Exclusive Discounts","8","120","897.000000","2","2","1","1","10","2","0","1","2","6","4"
"432637","36","0","1","Family","Exclusive Discounts","8","119","878.000000","3","3","3","1","8","3","0","3","3","9","7"
"432941","39","0","0","Group","No Cancellation Fees","8","156","1164.000000","4","7","5","1","22","4","0","3","4","14","10"
"433339","24","0","1","Family","Exclusive Discounts","8","125","919.000000","2","2","1","1","15","2","0","1","2","3","1"
"433905","25","0","0","Group","No Cancellation Fees","8","113","842.000000","1","2","0","0","14","1","0","0","1","0","0"
"434238","49","1","1","Family","Exclusive Discounts","8","119","878.000000","2","1","2","1","1","2","0","2","1","3","2"
"434623","33","0","0","Group","No Cancellation Fees","8","415","8797.000000","4","5","5","1","14","3","1","4","4","13","7"
"435231","29","0","0","Business","One Night Free Hotel with Flight","8","118","884.000000","2","2","1","1","9","2","0","1","2","4","4"
"435596","52","0","0","Group","No Cancellation Fees","8","176","1312.000000","2","2","2","1","6","2","0","2","2","7","6"
"435669","43","0","1","Family","Exclusive Discounts","8","125","925.000000","2","3","3","1","2","2","0","2","2","4","2"
"435837","50","0","0","Group","No Cancellation Fees","8","95","707.000000","1","1","0","0","12","1","0","0","1","0","0"
"435882","50","1","0","Business","One Night Free Hotel with Flight","9","450","9048.000000","3","4","4","1","6","2","1","3","3","8","6"
"436320","48","1","1","Family","Exclusive Discounts","8","143","1054.000000","2","2","2","1","6","2","0","2","2","7","5"
"436894","41","1","0","Solo","Free Hotel Meal","8","72","542.000000","2","2","2","1","9","2","0","2","2","10","6"
"437069","42","0","0","Group","No Cancellation Fees","8","204","1525.000000","5","6","6","3","21","5","0","5","5","26","20"
"437162","29","0","0","Business","One Night Free Hotel with Flight","8","408","8739.000000","2","3","1","1","8","1","1","1","2","3","3"
"437251","42","0","0","Group","No Cancellation Fees","8","150","1101.000000","3","3","3","1","7","3","0","3","3","8","6"
"437549","39","0","0","Group","No Cancellation Fees","8","131","977.000000","3","3","3","3","11","3","0","3","3","14","9"
"438189","35","1","0","Business","One Night Free Hotel with Flight","9","175","1305.000000","6","6","7","5","15","6","0","6","5","18","14"
"438406","42","0","0","Group","No Cancellation Fees","8","120","891.000000","4","4","5","2","7","4","0","4","3","9","8"
"438551","35","1","1","Family","Exclusive Discounts","8","361","8382.000000","3","8","12","10","30","2","1","1","3","14","10"
"438839","49","0","1","Family","Exclusive Discounts","8","131","968.000000","3","3","3","2","23","3","0","3","3","21","14"
"438985","29","0","0","Group","No Cancellation Fees","8","186","2034.989928","3","4","4","1","26","2","1","3","3","16","14"
"438995","23","0","0","Dreamer","10% Discount For the First Booking","8","87","648.000000","0","0","0","0","0","0","0","0","0","0","0"
"439052","51","1","0","Business","One Night Free Hotel with Flight","9","161","1192.000000","4","4","4","2","20","4","0","4","4","22","15"
"439120","37","1","0","Business","One Night Free Hotel with Flight","8","160","1193.000000","2","1","2","1","1","2","0","2","1","3","3"
"439363","50","0","0","Group","No Cancellation Fees","8","143","1062.000000","4","3","3","1","18","4","0","3","3","9","4"
"440212","38","1","1","Family","Exclusive Discounts","8","149","1107.000000","1","1","1","1","3","1","0","1","1","3","1"
"441200","34","0","1","Family","Exclusive Discounts","8","114","848.000000","3","2","2","2","8","3","0","2","2","3","2"
"441205","45","1","1","Family","Exclusive Discounts","8","150","1119.000000","2","0","2","1","0","2","0","2","0","10","7"
"441448","27","0","1","Family","Exclusive Discounts","8","79","592.000000","1","1","1","1","3","1","0","1","1","3","3"
"441457","58","1","0","Solo","Free Hotel Meal","8","115","850.000000","3","4","2","0","13","3","0","2","3","7","3"
"441982","46","0","0","Group","No Cancellation Fees","8","122","903.000000","5","3","7","2","11","5","0","5","3","14","9"
"442484","42","1","0","Business","One Night Free Hotel with Flight","8","130","974.000000","3","1","3","1","1","3","0","3","1","6","5"
"442718","47","1","1","Family","Exclusive Discounts","8","130","970.000000","4","3","5","1","12","4","0","4","2","20","13"
"442812","54","1","1","Family","Exclusive Discounts","8","84","626.000000","1","1","0","0","10","1","0","0","1","0","0"
"442819","70","1","0","Solo","Free Hotel Meal","8","76","568.000000","1","1","1","1","2","1","0","1","1","3","2"
"442833","38","1","0","Business","One Night Free Hotel with Flight","8","132","973.000000","4","5","5","1","7","4","0","4","4","8","6"
"443305","20","0","0","Group","No Cancellation Fees","8","92","689.000000","1","1","1","1","4","1","0","1","1","4","2"
"443598","42","0","0","Group","No Cancellation Fees","8","93","689.000000","2","2","2","1","10","2","0","2","2","13","10"
"443652","29","0","0","Group","No Cancellation Fees","8","129","958.000000","4","5","5","4","15","4","0","4","4","12","9"
"444387","45","1","0","Business","One Night Free Hotel with Flight","8","115","854.000000","3","2","4","1","2","3","0","3","2","23","16"
"444885","32","1","0","Business","One Night Free Hotel with Flight","8","137","1017.000000","1","1","1","2","4","1","0","1","1","4","3"
"445351","52","1","1","Family","Exclusive Discounts","8","113","850.000000","4","3","4","0","14","4","0","4","3","16","10"
"445515","39","0","0","Group","No Cancellation Fees","8","121","895.000000","2","2","2","1","6","2","0","2","2","8","4"
"446124","44","0","0","Group","No Cancellation Fees","8","144","1077.000000","5","5","5","3","17","5","0","5","5","19","15"
"446138","38","1","0","Business","One Night Free Hotel with Flight","8","385","8571.000000","3","4","3","0","23","2","1","2","3","6","3"
"446473","47","1","0","Business","One Night Free Hotel with Flight","8","123","917.000000","3","2","3","2","3","3","0","3","2","13","10"
"446933","46","0","0","Group","No Cancellation Fees","8","164","1220.000000","4","5","5","2","7","4","0","4","4","10","8"
"447053","36","0","1","Family","Exclusive Discounts","8","143","1068.000000","2","2","2","1","7","2","0","2","2","8","7"
"447737","41","0","0","Group","No Cancellation Fees","8","118","880.000000","3","3","4","3","4","3","0","3","2","7","3"
"448025","28","0","0","Business","One Night Free Hotel with Flight","8","95","708.000000","1","1","1","0","4","1","0","1","1","5","5"
"448154","54","0","0","Group","No Cancellation Fees","8","134","993.000000","2","2","6","0","8","2","0","2","1","10","6"
"448295","50","1","0","Business","One Night Free Hotel with Flight","8","134","999.000000","2","2","2","1","3","2","0","2","2","5","4"
"448467","37","0","0","Group","No Cancellation Fees","9","114","843.000000","2","2","0","0","19","2","0","0","2","0","0"
"449033","40","0","0","Group","No Cancellation Fees","9","266","1959.000000","5","5","5","5","15","5","0","5","5","18","14"
"449326","38","0","0","Group","No Cancellation Fees","8","214","1591.000000","2","2","2","1","9","2","0","2","2","11","8"
"449619","34","0","0","Group","No Cancellation Fees","8","150","1113.000000","3","3","3","3","18","3","0","3","3","19","13"
"449804","40","1","0","Business","One Night Free Hotel with Flight","8","135","1007.000000","3","3","3","3","8","3","0","3","3","9","8"
"450164","36","1","0","Business","One Night Free Hotel with Flight","8","195","1456.000000","4","6","6","2","15","4","0","4","4","20","14"
"450193","34","0","0","Group","No Cancellation Fees","8","159","1183.000000","2","2","2","1","17","2","0","2","2","18","13"
